sample_id	haplogroup
111-1902-7581	B4m2a
111-1902-7628	D5a2a
111-1902-7642	N9a10g
111-1902-7697	D4k
111-1902-7772	F2b1a2
111-1902-7796	D5a2a1+16266
111-1902-7833	R9c1a210"
111-1902-7864	F2b1b
111-1902-7901	M7b1a1a3e2
111-1902-7970	M7b1a1a3
111-1902-7987	D4a3b2
111-1902-8144	M7b1a1h6
111-1902-8243	B4d5^
111-1902-8267	F3a5a2
111-1902-8304	D5a2a1+16266
111-1902-8427	M8a2a1f1
111-1902-8496	B4b1i2
111-1902-8540	M8a3a
111-1902-8564	D4v1
111-1902-8595	D4h1c
111-1902-8670	Z3j1a
111-1902-8687	D6c
111-1902-8717	G1a1a'b'c'e
111-1902-8748	D4a3a1
111-1902-8816	B4a1c4
111-1902-8847	M7b1a1k1
111-1902-8854	D4f1
111-1902-8946	D4j1a1
111-1902-8960	F1f
111-1902-9035	B4c2c
111-1902-9059	M8a3b4
111-1902-9080	F2f1
111-1902-9103	F1d
111-1902-9257	R9b2c1
111-1902-9318	A13
111-1902-9349	D4j
111-1902-9370	D5b1b
111-1902-9431	B5b1c10'11'15
111-1902-9448	R9b2c1
111-1902-9653	D4b1a2b
111-1902-9660	F1a
111-1902-9769	F1b1a1
111-1902-9776	D4b1b2b1a
111-1902-9813	A13a1b
111-1902-9820	F1g
111-1903-0062	R9b1a3a
111-1903-0086	D4k
111-1903-0161	G1c2
111-1903-0208	M10a1a1b1
111-1903-0246	D4a3b
111-1903-0284	G3a2
111-1903-0338	D4w3
111-1903-0659	G3a1^
111-1903-0710	Z3e
111-1903-0734	B5b2c'h
111-1903-0758	N9a4b
111-1903-0796	B4h7
111-1903-0901	D4h1e
111-1903-0987	N9a13
111-1903-1007	D4a1e
111-1903-1069	F1b1e
111-1903-1113	D4e1f^
111-1903-1120	B4a4e
111-1903-1182	D5b1d
111-1903-1229	C7
111-1903-1267	N9a121"
111-1903-1304	G1c
111-1903-1335	N9a121"
111-1903-1410	A15b
111-1903-1496	M8a2a1f2^^
111-1903-1519	D4j3
111-1903-1557	A38
111-1903-1663	D4l
111-1903-1687	M9a1a3
111-1903-1717	M8a3a
111-1903-1762	M7c2a6
111-1903-1786	F3a1d
111-1903-1793	R9b1c
111-1903-1809	Z4a'a1
111-1903-1830	B4a4b^
111-1903-1861	D5a2a1b10
111-1903-1915	D4g2c
111-1903-1939	B5a3+16291
111-1903-1960	B4m1a
111-1903-1977	F2n1
111-1903-2059	M12a1a4
111-1903-2127	M7b1a1a1
111-1903-2134	M8a2
111-1903-2240	D4w
111-1903-2295	M7c1b3a
111-1903-2325	F1a'f
111-1903-2332	B5b1e1^
111-1903-2431	D4b2b2
111-1903-2448	A5b1j
111-1903-2509	Z3d1
111-1903-2585	D5a2a1+16266
111-1903-2646	G1a1a
111-1903-2738	Z3e
111-1903-2745	B5a1a19
111-1903-2783	C7a
111-1903-2837	B5a1a4
111-1903-2912	A
111-1903-2974	M7b1a1a3e2
111-1903-3018	T1a1d'hz
111-1903-3193	U4a2c1^
111-1903-3261	Z3f
111-1903-3339	Z3
111-1903-3353	M7b1a1b+150
111-1903-3360	D5a2a1+16266
111-1903-3391	B4d5^
111-1903-3568	F2i
111-1903-3599	D4b2b
111-1903-3605	D4b1a2a1
111-1903-3612	D4b2b1d
111-1903-3674	D5b1c5
111-1903-3698	D4a6
111-1903-3704	Z3a
111-1903-3896	M7b1a1a1
111-1903-3988	F2e2b
111-1903-4107	N11a1
111-1903-4114	B5b2e
111-1903-4152	F2a1a1
111-1903-4213	Z4a
111-1903-4268	C5d4
111-1903-4275	B4c2c
111-1903-4282	G1a
111-1903-4367	A
111-1903-4381	D4a3b5
111-1903-4398	D4m2a
111-1903-4442	D4b2j
111-1903-4473	M7b1a1b
111-1903-4527	B4d5^
111-1903-4732	M7c1c2f
111-1903-4770	M17a3^
111-1903-4787	G2a1i
111-1903-4800	M10a1a1b1
111-1903-4862	C7a3
111-1903-5067	B4b1a2a2
111-1903-5111	B5b2c
111-1903-5159	F1d1
111-1903-5180	A6a
111-1903-5289	M74a2
111-1903-5364	G2a1y
111-1903-5371	B4a2b1
111-1903-5395	B4c1b2c2a3
111-1903-5401	B5a2a1a
111-1903-5463	G3a2
111-1903-5517	Z4a4
111-1903-5555	D4j3c
111-1903-5616	F1a1n3a
111-1903-5685	D4b2b+194
111-1903-5739	C7
111-1903-5746	M2'46
111-1903-5913	F1a1c2^
111-1903-5937	M7c1a5
111-1903-5975	D4b2b4b
111-1903-5999	F1a3c
111-1903-6019	M7c1c2l
111-1903-6088	M7b1a1h
111-1903-6194	M10a1a3a
111-1903-6217	M7b1a1p1
111-1903-6323	A15a
111-1903-6422	B5a1b1
111-1903-6675	A17
111-1903-6804	G3a2
111-1903-6934	D4j33^
111-1903-6941	M7b1a1a3e2
111-1903-6972	D5b1b2a
111-1903-6989	M7b1a1r1
111-1903-7023	C7a1c2a
111-1903-7085	B4c1b2a4
111-1903-7115	F1a1c2^
111-1903-7153	B4a1c3b
111-1903-7177	B5b2c2
111-1903-7191	B4c1c3
111-1903-7252	F2e2a
111-1903-7313	M7b1a1a3f
111-1903-7351	B6a3
111-1903-7429	G1a1e
111-1903-7498	D4k
111-1903-7504	M11b1a2
111-1903-7511	M7b1a1y
111-1903-7542	B5b1
111-1903-7597	D4j3a
111-1903-7634	D4c1a^
111-1903-7665	D5c1a3
111-1903-7689	M7b1a1c^
111-1903-7993	N9a10b^
111-1903-8037	B4c1b2a4b
111-1903-8044	B5b1c10'11'15
111-1903-8099	D4e
111-1903-8129	D5a2a1+16266
111-1903-8143	R9b1a3c3
111-1903-8167	D4b2b6'22
111-1903-8211	C4a2c1'3'6
111-1903-8235	B5a2b
111-1903-8280	D4a3a
111-1903-8310	D5b1c
111-1903-8389	G1a
111-1903-8396	F1c1b^
111-1903-8426	D4a3b2
111-1903-8471	F1a1a+16108
111-1903-8594	Z4a
111-1903-8600	F1a1d
111-1903-8808	C4a1a4a
111-1903-8815	D4a6
111-1903-8839	D4h1d
111-1903-8877	A39'50
111-1903-8945	D4g2a1
111-1903-9041	M8a3a
111-1903-9058	B4h5b
111-1903-9096	F1c1a1i+709
111-1903-9102	D4a6
111-1903-9133	B4c1b2a2c2
111-1903-9164	A6a2
111-1903-9256	D4j35'36
111-1903-9324	F2d
111-1903-9348	M7c3a
111-1903-9409	G3a2
111-1903-9515	M8a3
111-1903-9546	M8a2c
111-1903-9553	N9a3f1
111-1903-9560	B5b1
111-1903-9713	B5b2j1
111-1903-9850	A15e
111-1903-9867	N9a1
111-1903-9942	B4a1
111-1903-9980	D5b
111-1904-0108	D4h4
111-1904-0191	D4a8
111-1904-0207	A45
111-1904-0214	D4b1a2a1i
111-1904-0252	B5a2a1a
111-1904-0269	B5b1g2
111-1904-0276	B4d3'5'8
111-1904-0306	D5b1b
111-1904-0313	D4b1a2a1
111-1904-0344	D4f1
111-1904-0382	G3a2
111-1904-0405	F2i
111-1904-0450	Z3d
111-1904-0498	M7b1a1bao"
111-1904-0528	M12a1a3b
111-1904-0542	D4e3
111-1904-0566	M7b1a1a2^
111-1904-0641	D4b1b2'4
111-1904-0733	F2d1a
111-1904-0740	A5b1h'm
111-1904-0849	C7a
111-1904-0887	G3a2c^
111-1904-0924	M7c1a1a1
111-1904-0931	N9a1
111-1904-0948	M71a3
111-1904-0955	D4b2b11
111-1904-0979	D5a3a3
111-1904-1006	D4h1c3b
111-1904-1082	A14n
111-1904-1174	C7
111-1904-1181	B4a1c1a
111-1904-1204	M7c1b2a3
111-1904-1211	F1a1g
111-1904-1266	N9a3
111-1904-1297	B5a2a1a
111-1904-1327	B4a4bi"
111-1904-1341	F1a3b3a
111-1904-1495	N9a1
111-1904-1587	B5a2a2
111-1904-1600	M7b1a1b3'7
111-1904-1631	G2a12
111-1904-1662	M7c1c2ap"
111-1904-1693	D4r2a
111-1904-1792	G3a2
111-1904-1808	F2f1
111-1904-1891	Z3b
111-1904-2065	M8a2j
111-1904-2072	F4a1a1'3
111-1904-2140	Z3a1a7
111-1904-2218	G3b1
111-1904-2416	N9a1d
111-1904-2492	D4i3b
111-1904-2560	F4b1
111-1904-2584	D4a7b1a1
111-1904-2591	A5b1h'm
111-1904-2713	D4e1f^
111-1904-2751	F1a1c2^
111-1904-2829	B4c2c
111-1904-2881	D4r2
111-1904-2935	D5c1a3
111-1904-2959	M7c1c3bm
111-1904-3086	B5b2i
111-1904-3154	N9a1
111-1904-3178	F1g
111-1904-3185	B4d3a
111-1904-3192	A5b1i1
111-1904-3222	R11a3
111-1904-3239	B5a1g2a1
111-1904-3284	F1a1g
111-1904-3390	N9a5
111-1904-3444	D4b2b
111-1904-3451	A17
111-1904-3499	F1c
111-1904-3567	Z3j1a
111-1904-3574	G1a1a
111-1904-3697	B4a3
111-1904-3703	D4j15g
111-1904-3727	D4j3b
111-1904-3765	M8a2b
111-1904-3772	D4aa
111-1904-3857	G3a5
111-1904-3970	M8a2a1f1
111-1904-4014	F1c1^
111-1904-4038	D4h1d
111-1904-4076	B5a1b1
111-1904-4137	D4a
111-1904-4151	D4j1
111-1904-4168	N9a1
111-1904-4274	G2a1c
111-1904-4465	F1c1a1
111-1904-4472	F1a1
111-1904-4502	M8a2a1f2^^
111-1904-4557	D5b1b2
111-1904-4663	C7a1c
111-1904-4816	B4b1a2
111-1904-4823	N9a3
111-1904-4830	M7b1a1bao"
111-1904-4946	F1g
111-1904-4960	D4g2a1
111-1904-5004	D4e1a3
111-1904-5028	Z3c2
111-1904-5035	F1c1a1e
111-1904-5042	Z4a
111-1904-5066	B4g1a
111-1904-5219	Z4a
111-1904-5301	F1a1o
111-1904-5387	D5a2a1+16266
111-1904-5523	D5b5
111-1904-5547	A15a
111-1904-5615	B4c1c1
111-1904-5639	A5c
111-1904-5677	M7b1a1ah
111-1904-5691	D4i7
111-1904-5738	M8a2
111-1904-5851	D4b2b
111-1904-5943	F3a1d2^
111-1904-5981	V73
111-1904-5998	F2i
111-1904-6001	M7b1a1ac
111-1904-6018	F1f
111-1904-6179	D4
111-1904-6209	B5a1a28
111-1904-6377	D5b3
111-1904-6537	R11b1a1
111-1904-6568	F1a1n3a
111-1904-6605	D4b2b2b
111-1904-6667	B4c1b2c
111-1904-6698	F1a1c
111-1904-6759	F1a1a+16108
111-1904-6766	D4b2b6'22
111-1904-6872	B4a1
111-1904-6995	B5a1c4a2
111-1904-7084	D4e1a3
111-1904-7091	M7b1a1c1a
111-1904-7121	F1a7
111-1904-7145	M11a'b
111-1904-7190	A17h
111-1904-7220	F1a4
111-1904-7244	D5b1c1a^
111-1904-7251	D5a2a1a'j
111-1904-7299	B5b2c
111-1904-7398	F1b1a1a
111-1904-7411	B4a1
111-1904-7466	F4a1a1
111-1904-7503	B5b2e
111-1904-7541	Z4a
111-1904-7589	A5a
111-1904-7626	A5b2
111-1904-7657	M20a13b'c'd'e'f
111-1904-7664	K1a18b
111-1904-7725	B5b2c'h'i
111-1904-7961	B6a2a
111-1904-7985	B4c1a3
111-1904-8166	G3a2
111-1904-8173	F2g1
111-1904-8296	M7b1a1aa
111-1904-8302	B4b1a4
111-1904-8319	D4h1c
111-1904-8326	D4e3
111-1904-8388	M10a1a1b1
111-1904-8456	M7b1a1bao"
111-1904-8463	D4a3b2
111-1904-8524	D4j35'36
111-1904-8579	F1a1c2^
111-1904-8586	N9a10a
111-1904-8630	D4g2a1
111-1904-8685	M8a2a1f2^^
111-1904-8692	C4a2a1
111-1904-8715	F1b1c
111-1904-8746	G3a2
111-1904-8784	B4h7
111-1904-8890	A5b1h'm
111-1904-9057	M12a1a1b
111-1904-9101	G1
111-1904-9149	D5a2a
111-1904-9224	R9c1b1
111-1904-9255	D5a2a1b1a
111-1904-9323	M12a1a
111-1904-9408	D4m2a8
111-1904-9415	C4+3816
111-1904-9446	F1a1a40
111-1904-9477	D4j15h
111-1904-9507	F1d
111-1904-9514	F1g1
111-1904-9606	A14n6
111-1904-9637	M8a3
111-1904-9743	B4d3
111-1904-9835	M7b1a1f2
111-1904-9897	F1c1^
111-1905-0015	M11b2^
111-1905-0237	M13a1b
111-1905-0244	F2k
111-1905-0268	B5a1a4
111-1905-0305	F1a1a+16108+150
111-1905-0374	M7b1a1bao"
111-1905-0411	F1a1c8
111-1905-0435	F4a1a1
111-1905-0466	G3a2
111-1905-0503	D4
111-1905-0527	F1a1a13b
111-1905-0565	M7c1a7
111-1905-0657	B4i1a
111-1905-0671	F1a'f
111-1905-0756	D4b2b+194
111-1905-0763	M7c1a6a1
111-1905-0848	A15c
111-1905-0886	N11a1a
111-1905-1036	M7b1a1a3a
111-1905-1128	G2a1t
111-1905-1289	F1e3c
111-1905-1326	F3a1d
111-1905-1333	B4c1c1
111-1905-1401	D4b2b6c
111-1905-1456	A15a6^
111-1905-1517	R9c1b1
111-1905-1692	G2a4
111-1905-1821	F1a1h1+151
111-1905-1838	M7c1b3a
111-1905-1845	B4b1a2a2
111-1905-1869	B4d1a1
111-1905-1883	D4e1a1
111-1905-1920	B5b2f1
111-1905-1975	D5c1a3
111-1905-1982	F1b1ak"
111-1905-1999	D4j33^
111-1905-2057	B5b1
111-1905-2156	B5a2a2
111-1905-2187	D4q18"
111-1905-2200	D4m2a
111-1905-2231	D4j23
111-1905-2248	A15a
111-1905-2279	F3a1b
111-1905-2293	D4b2b+194
111-1905-2392	D4b1a3a
111-1905-2545	D4a3a2^
111-1905-2583	D4e3
111-1905-2637	M7b1a1h
111-1905-2729	M11a4
111-1905-2736	B4c1b2a
111-1905-2811	C4a1a
111-1905-2927	D4a5
111-1905-2972	D4b2b+194
111-1905-3023	Z3a'h
111-1905-3054	M7c1a5
111-1905-3061	N9a12
111-1905-3115	B4d1a
111-1905-3122	D5a2a1t
111-1905-3139	D4j29a
111-1905-3160	F1c1a1
111-1905-3252	F1c1a1
111-1905-3306	D4j3a
111-1905-3313	F2b1b
111-1905-3337	D4c1a^
111-1905-3399	F3a5a1
111-1905-3450	B5a3+16291
111-1905-3467	B4b1c2e
111-1905-3597	D4e1f^
111-1905-3696	D4v1
111-1905-3726	A7'43
111-1905-3887	M11d3
111-1905-3955	M11a4
111-1905-4037	M7b1a1b
111-1905-4082	A
111-1905-4136	Z3d1
111-1905-4143	M8a2
111-1905-4273	D4b1d1
111-1905-4297	Z3a
111-1905-4310	F1g
111-1905-4334	D4j13
111-1905-4341	C7a1
111-1905-4402	N9a1
111-1905-4419	D4b2e
111-1905-4457	B4h1b1
111-1905-4464	F1a1c4
111-1905-4471	B4d3'5'8
111-1905-4525	D4a6
111-1905-4556	F1a1g
111-1905-4617	M7c2c
111-1905-4747	M7c2a
111-1905-4792	D4a1g
111-1905-4839	B4d1a
111-1905-4921	N9a3b
111-1905-4938	F2b2
111-1905-4945	B4d1a'c'f'g
111-1905-4952	F1a1a26
111-1905-5065	N9a1
111-1905-5232	F1a2b
111-1905-5263	Z4a
111-1905-5324	M10a1a3
111-1905-5362	D4t
111-1905-5485	F1d
111-1905-5539	F1a3b3a
111-1905-5591	D4a5
111-1905-5638	D5a3a1a^
111-1905-5652	F2b1a2
111-1905-5676	G2b1a
111-1905-5744	D4c1b
111-1905-5782	M9a1a3a
111-1905-5867	F1f
111-1905-5898	M7c1b2b
111-1905-5904	D5a2a1a^
111-1905-5959	M7c1b2b3
111-1905-6024	D5b1b2
111-1905-6048	A15a'e
111-1905-6130	D5b1c1a3^
111-1905-6147	B4a1c1a
111-1905-6215	N9a1
111-1905-6222	F1b1ak"
111-1905-6246	M7c1a4a1
111-1905-6291	D4e5a
111-1905-6536	B5b1b3
111-1905-6550	F2a2
111-1905-6581	F2a'b'g
111-1905-6673	D4y9
111-1905-6710	N9a2d
111-1905-6734	M8a2a1f
111-1905-6765	B4c1b2a1
111-1905-6819	B4a4bi"
111-1905-6864	F1a1c
111-1905-6932	D4b2b10a
111-1905-7038	D4b2b+194
111-1905-7083	A
111-1905-7090	F1g1
111-1905-7113	F2g
111-1905-7144	H6a1a118a
111-1905-7168	C4d
111-1905-7175	B4c1b2c1b^
111-1905-7199	M11a1'7
111-1905-7250	D4y
111-1905-7311	B4q
111-1905-7373	F2l
111-1905-7380	F2b1a2
111-1905-7403	F1a1
111-1905-7410	A
111-1905-7434	M8a2a1f
111-1905-7441	A15b
111-1905-7496	D4a3b
111-1905-7502	D4
111-1905-7526	D4e1a3
111-1905-7540	A33
111-1905-7557	F2h
111-1905-7564	F1b1i
111-1905-7687	B4c1b2c1b^
111-1905-7694	B4c1b2c2a3
111-1905-7731	D4b2b+194
111-1905-7779	M7b1a1f5
111-1905-7793	F1a1a7
111-1905-7809	D4j15
111-1905-7991	B5b2
111-1905-8066	B4b1c2
111-1905-8103	M7b1a1d2
111-1905-8134	C4a2
111-1905-8158	F3b2
111-1905-8165	F2d
111-1905-8189	M9a1a
111-1905-8226	F2c
111-1905-8295	D4a12
111-1905-8400	A13b1
111-1905-8479	B4g1b1
111-1905-8486	C7
111-1905-8523	D5a2a
111-1905-8554	F2d
111-1905-8646	M8a2a1f1
111-1905-8721	B4a1c1a
111-1905-8745	M7c1a5'10
111-1905-8752	F4a1a1'3
111-1905-8837	B4a1e
111-1905-8844	Y1c1b
111-1905-8882	D4k
111-1905-8912	A5a1a1d
111-1905-8943	F1a3
111-1905-9001	M7b1a1q
111-1905-9018	M7c1c2ap^"
111-1905-9049	F1a1g
111-1905-9063	M7b1a1o
111-1905-9100	D5a2a1+16266
111-1905-9117	B4a1c1a
111-1905-9155	M7b1a1b
111-1905-9261	M8a1^
111-1905-9278	B5b1d
111-1905-9285	A
111-1905-9322	M7b1a1y
111-1905-9346	M12a1a1b
111-1905-9360	M7b1a1d2
111-1905-9421	F2d1a
111-1905-9476	Z3d1
111-1905-9629	B5b2j1
111-1905-9636	C7a1c
111-1905-9650	B5a1g2a
111-1905-9698	M7c1b2b
111-1905-9759	B4a1d1
111-1905-9803	M8a3a
111-1905-9872	M7c2c1
111-1905-9926	C7a1c
111-1905-9957	B4b1b'h'i
111-1906-0007	M8a2j
111-1906-0021	B4d5^^
111-1906-0090	F2b1b
111-1906-0113	D5b5
111-1906-0137	M7c1c2ap^"
111-1906-0144	G3a2
111-1906-0182	F2a1b5a
111-1906-0199	F3a1
111-1906-0205	Y1b1
111-1906-0229	F2an+16304"
111-1906-0281	A15a
111-1906-0328	N9a1
111-1906-0342	Z4a
111-1906-0397	M7c1c2ap^"
111-1906-0410	F2f1
111-1906-0427	A15a
111-1906-0496	D4b1b1a1
111-1906-0526	D4e1f^
111-1906-0557	C7a1
111-1906-0571	D4e1a3
111-1906-0588	B5b2i
111-1906-0663	B5a2a1a
111-1906-0724	D4b2b10a
111-1906-0755	D5a2a2
111-1906-0786	N10a2b
111-1906-0793	D5a2a1+16266
111-1906-0885	D5b1a1
111-1906-0922	D4g2a1
111-1906-0977	C4a2a1
111-1906-0991	M7b1a1e1g
111-1906-1004	F2a1a
111-1906-1073	M7b1a1al
111-1906-1134	Z3d1
111-1906-1226	M7c1c2c
111-1906-1295	B4d5^
111-1906-1318	M10a1d1
111-1906-1387	A14n
111-1906-1424	M7c1b2b3
111-1906-1561	C4+3816
111-1906-1592	B5a1a4
111-1906-1639	B4a1c1a
111-1906-1745	B4b1a3a1
111-1906-1776	C7a
111-1906-1820	B4h1a2
111-1906-1837	G2a6
111-1906-1943	C7d^
111-1906-2018	C4a1a4
111-1906-2094	M7c1b2b
111-1906-2216	M9a4a1
111-1906-2230	D4e1a2'3
111-1906-2308	D5a2a1b1
111-1906-2315	F2an+16304"
111-1906-2346	A44a
111-1906-2353	M7b1a1d1
111-1906-2407	F1c1a1e
111-1906-2483	F1a5
111-1906-2513	B4k^
111-1906-2551	A14n
111-1906-2575	M7b1a1ai^
111-1906-2674	D5b1c
111-1906-2698	D4h1
111-1906-2704	B4c1b2a4b
111-1906-2711	M7c1c2ap"
111-1906-2766	B4h3
111-1906-3107	D4k2
111-1906-3114	M7b1a1r
111-1906-3138	D4y
111-1906-3169	D4j
111-1906-3244	M10b1
111-1906-3305	N9a3
111-1906-3459	G2b1a
111-1906-3640	G1c
111-1906-3671	C1a1'2
111-1906-3794	F1a5
111-1906-3800	F2b2
111-1906-3824	D5b1
111-1906-3831	D5c1a
111-1906-3848	F1a1a+16108+150
111-1906-3909	C7d^
111-1906-3916	D5a2a1l
111-1906-3978	C4a1a13
111-1906-3992	B5a1c4a2
111-1906-4128	G1a1a'b'c'e
111-1906-4166	G2a1t
111-1906-4173	B5b2a2c
111-1906-4197	N9a3
111-1906-4265	N9a1
111-1906-4326	M7c1b2b3
111-1906-4388	M7b1a1bao"
111-1906-4395	A5a
111-1906-4463	D5a2a1+16266
111-1906-4470	M7b1a1aa
111-1906-4548	F1
111-1906-4609	D4e1f^
111-1906-4647	D4b2b6'22
111-1906-4821	A15c
111-1906-4852	C4a1c
111-1906-4876	C7a
111-1906-4890	B5b2c'h
111-1906-5002	A11a
111-1906-5033	D4b2b1
111-1906-5057	D4j
111-1906-5118	B5b1d
111-1906-5132	A
111-1906-5286	B5a1c4a2
111-1906-5347	B4b1a2a
111-1906-5439	A19
111-1906-5460	F1a1n1
111-1906-5507	M8a3
111-1906-5521	A46
111-1906-5538	Y1a17'18
111-1906-5569	D4j16
111-1906-5606	F1a1c
111-1906-5613	B4c1b2c2a
111-1906-5644	D4j
111-1906-5675	B4a4e
111-1906-5804	R11a
111-1906-5859	F1g
111-1906-5910	T2b34
111-1906-5958	F1a1a4b1
111-1906-5972	F1e3
111-1906-5989	M8a3b4a
111-1906-6009	F1a4a1
111-1906-6016	D4b2b6'22
111-1906-6078	D5a2a1+16266
111-1906-6085	F2a'b'g
111-1906-6122	R11a
111-1906-6139	D4e1a2'3
111-1906-6184	N9a1
111-1906-6238	G2a9
111-1906-6245	B5a1c1
111-1906-6276	F2d5
111-1906-6283	F2a2
111-1906-6306	A5b2
111-1906-6412	B5a2a2b
111-1906-6429	F1a1h1+151
111-1906-6436	B4c1c3
111-1906-6474	M7b1a1f7b
111-1906-6535	N9a1
111-1906-6566	B4a5
111-1906-6610	B4b1i1^
111-1906-6634	D4e1a3
111-1906-6641	R9b1a3c2
111-1906-6658	D4j11
111-1906-6689	B4d5^^
111-1906-6740	D4j1b
111-1906-6764	B4d5^
111-1906-6771	M7c1a1b
111-1906-6849	D4a7^
111-1906-6863	B5a1j1a
111-1906-6894	G2a101d"
111-1906-6900	B4d5^
111-1906-6924	F1a1n3a
111-1906-7006	D6a1a3
111-1906-7068	D5b1b2
111-1906-7112	M8a3a
111-1906-7136	M10a1a1b5
111-1906-7167	F1d4^
111-1906-7228	A6a
111-1906-7297	M10a1a1b
111-1906-7310	B4a1c6
111-1906-7327	R9b1a2a4b
111-1906-7389	F2h
111-1906-7396	M8a3
111-1906-7419	C4a1a1a'b'c
111-1906-7457	B4q
111-1906-7488	F2b1
111-1906-7501	D4o1
111-1906-7525	M7c1b
111-1906-7532	D4a1e
111-1906-7570	M7c1c2e
111-1906-7792	D5a2a1
111-1906-7839	D4b2d^
111-1906-7860	M7c1b2b
111-1906-7891	D4s'ap
111-1906-7914	D4j3b
111-1906-7983	F2a1a
111-1906-8010	F4a1a1'3
111-1906-8027	B4a1c
111-1906-8119	F1a2a
111-1906-8133	B4b1a2e2
111-1906-8140	A14n
111-1906-8423	F1a1a7
111-1906-8614	F1a1
111-1906-8850	F4a3
111-1906-9079	Y1b
111-1906-9086	F3a1d
111-1906-9093	M7b1a1b4
111-1906-9116	D5a2a1+16266
111-1906-9185	Z3d
111-1906-9192	F4a2d
111-1906-9215	D4v1
111-1906-9239	D5a2a1c
111-1906-9260	G1a1a
111-1906-9291	M8a3a
111-1906-9321	D4b2b2b'e
111-1906-9338	M7c1a3
111-1906-9376	D4b1a2a
111-1906-9383	A37b
111-1906-9406	F1a1a4b1
111-1906-9444	G1a1a'b'c'e
111-1906-9451	C5a1
111-1906-9468	M9a1a1
111-1906-9475	N9a1a
111-1906-9536	D4a1
111-1906-9550	B4g1a
111-1906-9703	M7c1b1
111-1906-9772	D4o2a
111-1906-9789	F1
111-1906-9826	D5a2a1+16266
111-1906-9888	D4
111-1906-9901	M9a1a1
111-1906-9918	M11a2^+739
111-1906-9963	B5b1b4
111-1906-9970	D4b2b6'22
111-1907-0099	T2c1g3
111-1907-0129	B4b1a2a2a1
111-1907-0235	F2g1
111-1907-0327	Z4a1a
111-1907-0402	R9b1a3c3
111-1907-0464	B4b1a2e2
111-1907-0471	D4a9a
111-1907-0501	D5a2a
111-1907-0556	D4l
111-1907-0563	M12a1a3b
111-1907-0617	D5b1c5
111-1907-0624	C7a
111-1907-0648	D4a6
111-1907-0655	D4b2b6c
111-1907-0662	D4a3b2a1
111-1907-0907	M9a1a2^
111-1907-1041	D5b6
111-1907-1201	G2b1
111-1907-1256	M7c1a1b
111-1907-1263	M71a1a
111-1907-1362	B4a4d1
111-1907-1393	D4b2b7
111-1907-1423	B4c1a3
111-1907-1492	F2c1e+16172
111-1907-1584	C7a24
111-1907-1607	F1a1a40
111-1907-1621	B4c1c5
111-1907-1669	C7d^
111-1907-1676	A26'36'54
111-1907-1706	C7a1
111-1907-1713	F1c1a1
111-1907-1720	Z3d
111-1907-1775	D5b1
111-1907-1782	D5b1c5
111-1907-1904	M7c1a4a1
111-1907-1928	D4a6
111-1907-1942	M7c1a4a1
111-1907-1980	A5b
111-1907-2093	D4a6
111-1907-2154	B5a2b1b
111-1907-2215	M8a2a1f3
111-1907-2222	B5b1
111-1907-2338	M10a1f'g'h'i
111-1907-2352	B4a4d1
111-1907-2413	C7h
111-1907-2505	F2f
111-1907-2611	N9a1
111-1907-2628	N9a5
111-1907-2659	F1a1j1
111-1907-2673	C4a1a20
111-1907-2680	M8a2b
111-1907-2765	D5a2a1+16266
111-1907-2819	A
111-1907-2871	A
111-1907-3076	B4d1a
111-1907-3083	D4e1f^
111-1907-3090	B4a1c1a
111-1907-3137	D4y6
111-1907-3151	M8a2
111-1907-3212	G2a1s2
111-1907-3298	N9a1d
111-1907-3380	B4a10
111-1907-3441	M8a3a
111-1907-3458	D5a1
111-1907-3533	A45
111-1907-3540	D4a3b
111-1907-3557	B4c1b3b
111-1907-3618	D4e1a2'3
111-1907-3632	B5a1c
111-1907-3687	M10a2
111-1907-3724	D5a1
111-1907-3762	B5b1b2
111-1907-3779	D4b2b3^
111-1907-3915	D4b2b
111-1907-3922	F2e2
111-1907-3953	M7c1c2c
111-1907-4011	B4a4g
111-1907-4028	F1c1a1
111-1907-4103	D5a2a1+16266
111-1907-4165	D5a2a1b111"
111-1907-4172	D4j
111-1907-4257	B5a2a1a
111-1907-4370	A17
111-1907-4431	M7b1a1a3e1
111-1907-4486	C7a
111-1907-4585	D5a2a1b111"
111-1907-4622	B5a1a4
111-1907-4684	F2c1e
111-1907-4738	F1d6^
111-1907-4776	C4a1a2b2
111-1907-4813	D4e1f^
111-1907-4912	B4a1c1a
111-1907-4943	D4x
111-1907-4967	M8a1a
111-1907-4981	A
111-1907-5087	D4b1b2b1a
111-1907-5155	A5b1a3
111-1907-5186	B5b2j1
111-1907-5193	D4o1a
111-1907-5209	N9a4
111-1907-5216	D4b2b18
111-1907-5230	M8a3
111-1907-5247	B4d1a
111-1907-5278	M9b3
111-1907-5353	G2a4
111-1907-5360	D4e3
111-1907-5384	B4d1a
111-1907-5421	F2f1
111-1907-5506	A14n
111-1907-5605	M8a2a1f2^^
111-1907-5612	F3b
111-1907-5681	D5b1b
111-1907-5711	A+16092
111-1907-5728	B4h
111-1907-5919	B4c2c
111-1907-5926	M7b1a1c'y'z'aa
111-1907-5940	D4y
111-1907-5971	R2j
111-1907-6015	F1a3
111-1907-6220	M8a3a
111-1907-6251	M8a3
111-1907-6268	D4j15h
111-1907-6305	B4b1a3
